bird_id	D14A1	D14A2	D14A3	D14A4	D14B1	D14B2	D14B3	D14B4	D14C1	D14C2	D14C3	D14C4	D21A1	D21A2	D21A3	D21A4	D21B1	D21B2	D21B3	D21B4	D21C1	D21C2	D21C3	D21C4	D35A1	D35A2	D35A4	D35B2	D35B4	D35C1	D35C2	D35C3	D3A2	D3A4	D3B1	D3B2	D3C1	D3C2	D3C3	D3C4	D35A3	D35B3	D35C4	D3A3	D3B3	D3B4	D35B1
Eisenbergiella sp904392525	0.05523	0.00434	0.00427	0.00355	0.00324	0.00153	0.00676	0.00341	0.00184	0.01648	0.00688	0.00219	0.0	0.00527	0.00227	0.00105	0.00243	0.00202	0.00388	0.00283	0.00378	0.00624	0.00992	0.00397	0.00171	0.0	0.0	0.00033	0.00102	0.0	0.0	0.00055	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.00573	0.00203	0.0	0.00429	0.0	0.00252
Mediterraneibacter glycyrrhizinilyticus_A	0.01872	0.00205	0.00527	0.00148	0.00144	0.00173	0.00295	0.0075	0.00184	0.00071	0.00227	0.00177	0.0	0.01339	0.00174	0.00203	0.00151	0.00219	0.00235	0.00094	0.00173	0.00073	0.0035	0.00245	0.00307	0.00158	0.0	0.00178	0.0	0.00076	0.00195	0.00111	0.0	0.0	0.00085	0.0	0.0	0.00094	0.00024	0.0	0.00122	0.00168	0.00163	0.00132	0.0	0.0	0.00237
Blautia pullistercoris	0.02095	0.00542	0.0055	0.00812	0.0031	0.00057	0.00658	0.009	0.0036	0.02766	0.0006	0.04053	0.00773	0.0	0.00174	0.00657	0.00054	0.00169	0.0104	0.00053	0.0	0.00637	0.00246	0.00328	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.0	0.00133	0.00083	0.0	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0
Mediterraneibacter caccavium	0.00687	0.0	0.00269	0.0	0.00219	0.0008	0.0	0.00132	0.01012	0.00207	0.00055	0.00768	0.0	0.0	0.0	0.0	0.00479	0.0	0.0019	0.00266	0.00401	0.0	0.0	0.00122	0.00479	0.00128	0.00392	0.00608	0.00515	0.00074	0.00236	0.00147	0.0	0.0	0.01062	0.0	0.01185	0.00554	0.0	0.0	0.00113	0.00647	0.00325	0.00428	0.0	0.0	0.00851
Choladousia intestinigallinarum	0.0	0.01852	0.0	0.00077	0.00041	0.00312	0.0	0.0	0.00078	0.00369	0.00018	0.00112	0.0	0.00136	0.00105	0.00146	0.00672	0.00388	0.0036	0.00343	0.00098	0.0027	0.0	0.00499	0.00264	0.00198	0.0	0.00237	0.00121	0.00117	0.00313	0.00708	0.0	0.0	0.00064	0.0	0.0	0.0	0.00074	0.0	0.00162	0.00361	0.00237	0.0	0.0	0.0	0.00237
Coproplasma stercorigallinarum	0.01419	0.03143	0.00322	0.00914	0.01489	0.0006	0.01187	0.00089	0.04182	0.01814	0.02954	0.0	0.0	0.00456	0.00601	0.00081	0.00087	0.01096	0.00316	0.00209	0.00786	0.0	0.00469	0.00214	0.0	0.0	0.00119	0.00094	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavonifractor avicola	0.00561	0.00067	0.0	0.0	0.00772	0.00405	0.00269	0.00237	0.0	0.02328	0.00245	0.00211	0.0	0.00883	0.00321	0.00831	0.00613	0.00447	0.0032	0.00556	0.00414	0.0056	0.00334	0.00908	0.0	0.00125	0.0	0.00189	0.0	0.00244	0.00227	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.00187	0.00477	0.0	0.0	0.0	0.0
Sellimonas avistercoris	0.00469	0.00091	0.0	0.00169	0.01517	0.00266	0.00377	0.00172	0.00103	0.00131	0.0037	0.0007	0.00541	0.0	0.00105	0.00243	0.00061	0.0	0.00364	0.00211	0.00156	0.002	0.0045	0.00477	0.00293	0.00138	0.00261	0.00328	0.00336	0.00457	0.00785	0.00315	0.0	0.0	0.0	0.0	0.00127	0.0	0.00046	0.0	0.00204	0.0051	0.00255	0.0	0.0	0.0	0.00418
Anaerostipes butyraticus	0.00229	0.00608	0.0103	0.00559	0.00272	0.00113	0.00507	0.00857	0.00126	0.00708	0.00165	0.00162	0.0	0.0	0.00321	0.00478	0.00187	0.00733	0.0087	0.00067	0.00338	0.0022	0.01257	0.01574	0.0	0.00138	0.0	0.00097	0.0	0.00111	0.00254	0.00141	0.0	0.0	0.0007	0.0	0.00236	0.0	0.00074	0.0	0.00117	0.00261	0.00222	0.00194	0.0	0.0	0.0
Enterococcus_B hirae	0.0024	0.00296	0.00427	0.0	0.00229	0.00104	0.0026	0.00359	0.0	0.00325	0.00277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00738	0.00117	0.0	0.1012	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.00558	0.00581	0.0
Anaerostipes excrementavium	0.00401	0.00093	0.00181	0.0	0.00081	0.00257	0.00108	0.00132	0.00073	0.00583	0.00427	0.0008	0.0	0.0	0.00158	0.00231	0.00379	0.00287	0.00251	0.00214	0.00103	0.00304	0.01069	0.00562	0.0	0.00076	0.00153	0.00058	0.00129	0.00499	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0134	0.0011	0.00504	0.00163	0.00362	0.0	0.0	0.00136
Anaerobutyricum stercoris	0.00114	0.0021	0.00123	0.00141	0.0078	0.00119	0.00182	0.00409	0.00111	0.00456	0.00206	0.00097	0.0	0.0013	0.0019	0.0032	0.00211	0.00295	0.00198	0.00672	0.00328	0.00183	0.0	0.00439	0.0	0.0	0.0	0.00065	0.00117	0.00061	0.0	0.00092	0.0	0.0	0.00066	0.0	0.0	0.00114	0.0	0.0	0.00108	0.0	0.0024	0.00122	0.0	0.0	0.0
Choladocola avistercoris	0.0	0.001	0.00257	0.0	0.00064	0.00168	0.00546	0.00369	0.00154	0.0	0.00333	0.00117	0.0	0.00983	0.00258	0.00466	0.00202	0.00287	0.00481	0.00494	0.0017	0.00644	0.0233	0.00789	0.00693	0.0	0.00216	0.00075	0.00597	0.00452	0.00386	0.00794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.00411	0.00273	0.0	0.0	0.0	0.01657
Mediterraneibacter stercorigallinarum	0.0	0.0	0.00901	0.0	0.00134	0.01126	0.01741	0.0	0.00146	0.00217	0.01906	0.00102	0.0	0.00272	0.0069	0.0	0.00132	0.0	0.0	0.00111	0.0	0.0025	0.00369	0.00452	0.002	0.00478	0.00671	0.00396	0.00098	0.01179	0.00331	0.00183	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.02969	0.00626	0.0	0.00303	0.02781	0.0	0.0	0.00368
Mediterraneibacter cottocaccae	0.00498	0.00126	0.00176	0.00742	0.00204	0.00288	0.00199	0.00123	0.00242	0.01164	0.00276	0.00186	0.0	0.00563	0.00585	0.00434	0.0022	0.0	0.0053	0.00489	0.00303	0.0016	0.00223	0.00155	0.00307	0.00115	0.0025	0.00102	0.0	0.00247	0.00422	0.00166	0.0	0.0	0.0022	0.0	0.0	0.0009	0.00041	0.0	0.00213	0.00286	0.00144	0.00168	0.0	0.0	0.0
Mediterraneibacter excrementipullorum	0.0	0.00141	0.0	0.00084	0.0	0.00091	0.0055	0.00169	0.00778	0.01254	0.00125	0.0041	0.0	0.008	0.0	0.00251	0.00242	0.00219	0.00093	0.00972	0.00289	0.00143	0.0	0.00057	0.0	0.00178	0.00205	0.00093	0.00144	0.00064	0.00095	0.00097	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.00311	0.00209	0.00355	0.0	0.00199	0.0	0.0	0.00428
Lactobacillus crispatus	0.0	0.0	0.0	0.00077	0.0	0.00496	0.0	0.0	0.00287	0.00055	0.00035	0.0	0.0	0.0	0.00205	0.0	0.00052	0.0172	0.0	0.0	0.0033	0.0013	0.0	0.0	0.00364	0.00072	0.0	0.00188	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.00169	0.00326	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0
Mediterraneibacter vanvlietii	0.0059	0.00255	0.10255	0.00615	0.07403	0.00628	0.01087	0.00221	0.00453	0.04124	0.00207	0.00109	0.0	0.00118	0.0	0.00109	0.00105	0.00303	0.00388	0.00086	0.00314	0.00163	0.00231	0.00197	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.00109	0.01314	0.00028	0.0	0.0	0.00139	0.0	0.01059	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubneribacter badeniensis	0.0024	0.00702	0.0055	0.0032	0.00221	0.00151	0.00173	0.00154	0.00126	0.00118	0.0058	0.00239	0.0	0.0	0.00269	0.00178	0.00088	0.00219	0.0	0.00093	0.00041	0.00147	0.00081	0.00211	0.00214	0.00148	0.00153	0.00205	0.00226	0.00293	0.002	0.00208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00272	0.0028	0.00185	0.0	0.0031	0.0	0.0
Blautia pullicola	0.0012	0.00184	0.00123	0.0	0.0	0.0006	0.00277	0.00771	0.06367	0.00583	0.00017	0.0	0.0	0.0	0.00111	0.00146	0.00483	0.0	0.00243	0.00169	0.0622	0.00103	0.00684	0.03785	0.00643	0.00224	0.00301	0.01031	0.00144	0.00156	0.001	0.00351	0.00228	0.02404	0.27261	0.0	0.00405	0.03273	0.1252	0.0	0.00532	0.00884	0.00817	0.00112	0.0	0.0	0.00378
Acutalibacter ornithocaccae	0.0	0.00635	0.0	0.00137	0.00636	0.00549	0.00234	0.00894	0.0036	0.0092	0.0067	0.00177	0.0	0.00184	0.00437	0.00308	0.00388	0.0086	0.0	0.00204	0.00925	0.00233	0.00677	0.00275	0.002	0.00072	0.0	0.00118	0.00102	0.00338	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0011	0.00156	0.00225	0.0	0.0	0.0	0.00146
Flavonifractor intestinigallinarum	0.00189	0.0	0.00474	0.00292	0.00068	0.03633	0.00312	0.00172	0.00091	0.00277	0.00015	0.01723	0.01366	0.06113	0.02607	0.07193	0.01035	0.02984	0.02666	0.02422	0.01792	0.02405	0.0073	0.00265	0.00221	0.0	0.0	0.00069	0.00176	0.00232	0.00218	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.0	0.0	0.0	0.0	0.0
Lachnoclostridium_B phocaeense	0.00172	0.0058	0.0017	0.00112	0.00246	0.00571	0.0013	0.00203	0.00274	0.00468	0.00228	0.00097	0.00799	0.00136	0.003	0.00142	0.00564	0.0043	0.00129	0.00249	0.00227	0.00811	0.0083	0.00217	0.00386	0.00191	0.00199	0.00058	0.00457	0.0009	0.00109	0.00147	0.0	0.0	0.00075	0.0	0.0	0.0	0.00158	0.0	0.00141	0.00236	0.00322	0.0	0.0	0.0	0.0
Mediterraneibacter faecigallinarum	0.00137	0.00167	0.00228	0.03663	0.0	0.02392	0.0081	0.00163	0.0	0.0	0.00103	0.0	0.01908	0.01587	0.0	0.0358	0.01516	0.0145	0.05608	0.01162	0.00619	0.0	0.00081	0.00883	0.00464	0.00543	0.00222	0.00868	0.0	0.0051	0.00931	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401	0.00921	0.00318	0.0	0.0	0.0	0.00806
Dysosmobacter pullicola	0.00332	0.00601	0.0	0.00699	0.0031	0.00126	0.00472	0.00255	0.00156	0.0116	0.00337	0.00838	0.0	0.00195	0.00448	0.0	0.0031	0.01855	0.0	0.00151	0.00773	0.00213	0.00192	0.01519	0.00379	0.0	0.0	0.00141	0.00164	0.00096	0.00195	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101	0.00243	0.0	0.00127	0.0	0.0	0.0
Galligastranaerophilus faecipullorum	0.0	0.0	0.0	0.0	0.0	0.03951	0.00087	0.00092	0.0	0.0	0.0	0.0	0.0263	0.02654	0.00216	0.00616	0.02275	0.04645	0.00918	0.01747	0.01057	0.01137	0.00796	0.00677	0.003	0.00909	0.00705	0.01465	0.02124	0.0074	0.00708	0.00391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00717	0.0038	0.0187	0.0	0.0	0.0	0.01385
Lachnoclostridium_A sp002160755	0.00464	0.02248	0.00895	0.00946	0.00485	0.00343	0.00238	0.00323	0.00373	0.0107	0.03059	0.00375	0.0	0.0	0.00574	0.00442	0.00144	0.0	0.00417	0.00191	0.0017	0.0021	0.0	0.00376	0.00286	0.0	0.00301	0.00119	0.00207	0.00146	0.00227	0.00185	0.0	0.0	0.00123	0.0	0.0	0.0	0.0013	0.0	0.00195	0.00342	0.00292	0.02226	0.0	0.0	0.0
Enterocloster excrementipullorum	0.00217	0.01374	0.00684	0.01413	0.01598	0.00254	0.00541	0.002	0.00093	0.00533	0.00299	0.00104	0.01469	0.00148	0.01122	0.0041	0.00406	0.0091	0.00898	0.00307	0.01118	0.0048	0.00896	0.0105	0.0	0.00096	0.00136	0.00054	0.0	0.0005	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.0	0.0	0.0	0.00106
Anaerotruncus colihominis	0.02392	0.01797	0.01691	0.01062	0.00543	0.03491	0.01061	0.02108	0.02616	0.01664	0.00855	0.03478	0.02423	0.03258	0.01454	0.0	0.02284	0.03043	0.03775	0.02426	0.01868	0.0508	0.0384	0.01944	0.0765	0.02743	0.01512	0.00768	0.02538	0.02297	0.08397	0.06774	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.06319	0.02359	0.066	0.0	0.0	0.0	0.00796
Limosilactobacillus reuteri_E	0.00149	0.00212	0.00316	0.00302	0.00112	0.0019	0.00338	0.00074	0.00347	0.00203	0.00057	0.00236	0.0	0.0	0.0	0.00219	0.00061	0.00194	0.0	0.0008	0.0	0.00183	0.00096	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.00132	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00396	0.0	0.00089	0.0	0.0	0.03881	0.00232
Fournierella sp002161595	0.01099	0.0	0.00579	0.00531	0.00495	0.00071	0.00827	0.00147	0.00111	0.00307	0.00024	0.01029	0.0	0.00124	0.0	0.00203	0.00097	0.0	0.00218	0.00199	0.004	0.00127	0.00146	0.0017	0.0	0.0	0.0	0.00039	0.0	0.00036	0.00132	0.00109	0.02194	0.02777	0.00186	0.00886	0.04667	0.0	0.0	0.00148	0.0	0.00143	0.00078	0.00514	0.00931	0.0	0.0
Erysipelatoclostridium merdavium	0.00263	0.00425	0.00959	0.00292	0.00336	0.00223	0.00793	0.00765	0.0	0.00115	0.0019	0.00301	0.0	0.0016	0.00121	0.00138	0.00209	0.0032	0.00425	0.00066	0.00179	0.00374	0.00181	0.00148	0.00179	0.00553	0.00398	0.00104	0.00113	0.0014	0.00132	0.00294	0.0	0.0	0.00054	0.0	0.0	0.0017	0.00061	0.0	0.00755	0.00355	0.00185	0.0	0.0	0.0	0.0067
Merdisoma sp002160825	0.00223	0.00231	0.0	0.00446	0.00118	0.01195	0.0	0.00341	0.00154	0.00226	0.00083	0.0	0.03764	0.00823	0.0	0.02181	0.00625	0.01079	0.00413	0.00233	0.04975	0.00394	0.00315	0.00727	0.01693	0.0024	0.00654	0.00223	0.01062	0.00276	0.00236	0.00271	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.00539	0.00734	0.0116	0.0	0.0	0.0	0.01123
Enterocloster excrementigallinarum	0.00263	0.01198	0.00222	0.00271	0.00142	0.00153	0.00113	0.00492	0.00232	0.00124	0.00416	0.00199	0.0	0.00219	0.00579	0.00345	0.00178	0.00717	0.00182	0.00251	0.00371	0.0023	0.00396	0.0086	0.0	0.00089	0.00148	0.00207	0.0009	0.00097	0.00095	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.03926	0.0	0.00106	0.00193	0.00174	0.00606	0.0	0.0	0.00141
Fusicatenibacter sp017887445	0.01242	0.01367	0.00211	0.01712	0.00756	0.00442	0.00178	0.01214	0.00159	0.00122	0.00222	0.00644	0.0	0.0013	0.00169	0.0047	0.00337	0.01113	0.00239	0.00429	0.00315	0.0028	0.00438	0.00127	0.00279	0.00128	0.00392	0.00412	0.00144	0.00978	0.00236	0.00643	0.0	0.0	0.00762	0.0	0.0	0.0	0.00668	0.0	0.00216	0.00473	0.00285	0.00102	0.0	0.0	0.00161
Mediterraneibacter avicola	0.00441	0.00172	0.0	0.00362	0.0	0.00073	0.0	0.0	0.00128	0.00878	0.0003	0.00129	0.0	0.06113	0.04804	0.00134	0.02495	0.01593	0.00647	0.00897	0.00695	0.02835	0.00158	0.00064	0.0	0.00533	0.0112	0.01041	0.01081	0.00141	0.01371	0.014	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.00122	0.00828	0.00458	0.0	0.0	0.0	0.00504
Anaeromassilibacillus stercoravium	0.00544	0.00744	0.00123	0.00327	0.00504	0.00263	0.00204	0.00227	0.01032	0.00353	0.00366	0.00259	0.0	0.0019	0.00711	0.00268	0.00236	0.00371	0.00316	0.0033	0.00499	0.00307	0.00296	0.00287	0.0025	0.00339	0.0	0.00249	0.00094	0.00129	0.00272	0.00126	0.00701	0.0	0.00099	0.0	0.0	0.0	0.00035	0.0	0.00162	0.00268	0.00137	0.0	0.0	0.0	0.00217
Fimimorpha faecalis	0.0	0.0	0.0	0.00179	0.0	0.01482	0.0	0.00209	0.00541	0.0	0.0	0.00157	0.0	0.00136	0.0	0.01573	0.00287	0.0	0.00449	0.00201	0.01083	0.01107	0.0	0.00032	0.00286	0.0	0.01296	0.00385	0.0057	0.01195	0.00563	0.01137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.01232	0.0167	0.0	0.0	0.0	0.00554
Eisenbergiella merdigallinarum	0.01328	0.04565	0.02931	0.01424	0.01288	0.00204	0.04643	0.01785	0.00242	0.02126	0.01729	0.0006	0.0	0.0157	0.09524	0.00389	0.025	0.01189	0.00089	0.0029	0.00101	0.00584	0.01661	0.01171	0.00171	0.00557	0.00216	0.00464	0.00121	0.00049	0.01693	0.01908	0.0	0.0	0.02841	0.0	0.0	0.0	0.00036	0.0	0.00213	0.00156	0.01127	0.0	0.0	0.0	0.01068
Copromonas sp900541255	0.00355	0.01475	0.00316	0.00439	0.00372	0.00577	0.00398	0.00952	0.00652	0.00286	0.00421	0.00194	0.0	0.00557	0.00279	0.00126	0.00586	0.00733	0.00206	0.00239	0.00102	0.00193	0.00188	0.00642	0.00214	0.00527	0.00318	0.00141	0.00289	0.00135	0.0025	0.00126	0.0	0.0	0.0003	0.0	0.0	0.0	0.00739	0.0	0.00256	0.00274	0.00181	0.0	0.0	0.0	0.00337
AM51-8 sp900761925	0.00738	0.00628	0.0103	0.00872	0.00718	0.00555	0.00814	0.00768	0.00838	0.00747	0.0	0.00316	0.0	0.00284	0.00701	0.00353	0.00281	0.0027	0.00461	0.00394	0.00666	0.00644	0.00554	0.00535	0.002	0.00247	0.00148	0.00157	0.0018	0.00428	0.00499	0.00597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.00349	0.00654	0.0	0.0	0.0	0.00569
Mediterraneibacter sp900761655	0.036	0.03691	0.00439	0.01511	0.01076	0.00358	0.00836	0.02034	0.01037	0.00429	0.11126	0.00097	0.0067	0.0016	0.00126	0.00199	0.00155	0.00228	0.00129	0.02718	0.00517	0.01648	0.00358	0.05191	0.00443	0.00112	0.00114	0.00384	0.00137	0.00382	0.00123	0.00042	0.25612	0.01736	0.08981	0.00992	0.00169	0.00336	0.05079	0.07138	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mediterraneibacter pullicola	0.01425	0.0	0.0	0.0	0.0	0.05416	0.0	0.0267	0.0	0.00191	0.0	0.09433	0.0	0.01368	0.01422	0.0598	0.06033	0.01484	0.04467	0.095	0.03321	0.11245	0.02987	0.00182	0.12364	0.12438	0.23567	0.03023	0.14516	0.19941	0.13245	0.12718	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.00237	0.16644	0.089	0.06523	0.0	0.0	0.0	0.00594
Eisenbergiella merdavium	0.04212	0.03376	0.00164	0.01427	0.00072	0.01204	0.0	0.00292	0.02898	0.00546	0.00075	0.0267	0.03944	0.00871	0.01744	0.01577	0.03102	0.06676	0.00664	0.00049	0.00383	0.00707	0.00234	0.00476	0.0	0.00379	0.0	0.00849	0.00262	0.00182	0.0069	0.0028	0.0	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.00342	0.00392	0.00717	0.0	0.0	0.0	0.00559
Negativibacillus faecipullorum	0.00635	0.02059	0.01	0.00991	0.00382	0.00531	0.00468	0.01094	0.01372	0.01035	0.0075	0.00549	0.02166	0.00989	0.0167	0.01893	0.01874	0.01897	0.01319	0.01326	0.03083	0.01408	0.00819	0.01484	0.00307	0.00102	0.00301	0.00148	0.0016	0.00106	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00272	0.00143	0.00244	0.0	0.0	0.0	0.0
Merdimonas faecis	0.00841	0.00523	0.00579	0.00851	0.00184	0.01144	0.00667	0.00848	0.00843	0.00526	0.0037	0.00848	0.0	0.00184	0.01449	0.00511	0.00296	0.00902	0.01072	0.00702	0.00192	0.00244	0.00392	0.02499	0.00171	0.00207	0.00358	0.00409	0.00305	0.00108	0.00368	0.00286	0.0	0.0	0.00507	0.0	0.0	0.0	0.00047	0.0	0.00206	0.00317	0.00595	0.00107	0.0	0.0	0.00242
Lachnoclostridium_B stercoravium	0.00612	0.00993	0.01328	0.01153	0.03165	0.00515	0.01079	0.00891	0.01324	0.0163	0.00385	0.00733	0.0	0.00575	0.01396	0.01208	0.01386	0.01425	0.00461	0.012	0.02926	0.00554	0.00358	0.0046	0.0035	0.00471	0.0	0.00553	0.00215	0.00217	0.0025	0.00153	0.0	0.0	0.01903	0.0	0.00562	0.00495	0.0	0.0	0.00181	0.0	0.00776	0.00367	0.0	0.0	0.00337
Dietzia psychralcaliphila	0.00126	0.00169	0.00497	0.00169	0.00118	0.00122	0.0023	0.00092	0.00063	0.00143	0.00025	0.00147	0.01366	0.00225	0.00269	0.00292	0.0015	0.00641	0.00158	0.00097	0.00095	0.0027	0.00234	0.00099	0.00443	0.00168	0.0025	0.00032	0.00129	0.0	0.00204	0.00071	0.00209	0.00288	0.00101	0.01266	0.00411	0.00187	0.00063	0.00289	0.00073	0.00255	0.00111	0.00576	0.0053	0.01088	0.00277
Massiliomicrobiota merdigallinarum	0.01625	0.00706	0.01369	0.01058	0.01136	0.00232	0.00442	0.00848	0.00383	0.03181	0.00634	0.00651	0.0165	0.00219	0.0394	0.00361	0.00719	0.01146	0.00587	0.00157	0.00616	0.01167	0.00238	0.00642	0.019	0.00441	0.00409	0.01743	0.00262	0.00831	0.00522	0.02375	0.0	0.00267	0.00295	0.0	0.0	0.00121	0.0	0.0	0.02762	0.02956	0.02772	0.00188	0.0	0.0	0.00428
Mediterraneibacter intestinigallinarum	0.00967	0.00458	0.01158	0.01318	0.00535	0.0279	0.00845	0.00658	0.00768	0.00883	0.00707	0.0041	0.0	0.00888	0.00574	0.00564	0.00782	0.00413	0.00991	0.00334	0.01132	0.00617	0.00865	0.00185	0.00621	0.00204	0.0	0.00197	0.00754	0.00622	0.00363	0.00172	0.0	0.0	0.00385	0.0	0.00484	0.00433	0.00078	0.00407	0.0041	0.01002	0.00395	0.00407	0.00124	0.0	0.00302
Sellimonas sp002159995	0.00612	0.00382	0.00462	0.00281	0.00477	0.00473	0.00472	0.00338	0.00259	0.00284	0.00808	0.00639	0.0	0.00752	0.0	0.01196	0.00543	0.00615	0.00445	0.00884	0.00911	0.00714	0.01061	0.00221	0.0	0.00277	0.00631	0.00968	0.00367	0.00721	0.00504	0.00467	0.0	0.00302	0.003	0.0	0.00369	0.08289	0.1839	0.03858	0.00467	0.01568	0.01471	0.0055	0.27151	0.0	0.01309
Lactobacillus johnsonii	0.0	0.0052	0.00573	0.0	0.00122	0.0033	0.00373	0.00098	0.0	0.00528	0.00594	0.0	0.0	0.0	0.0	0.00182	0.0	0.0	0.0	0.00064	0.00093	0.00464	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.02467	0.00193	0.06963	0.04038	0.0009	0.00318	0.0	0.0007	0.0	0.0	0.00336	0.0	0.10838	0.0
Pelethomonas intestinigallinarum	0.00246	0.0	0.0	0.00088	0.0	0.01365	0.0	0.0024	0.02737	0.00136	0.00073	0.00062	0.00825	0.01072	0.0059	0.01074	0.01233	0.02124	0.02084	0.0153	0.00815	0.00854	0.02203	0.03132	0.00971	0.01353	0.00443	0.00722	0.01398	0.01494	0.01788	0.0082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.00716	0.01929	0.0	0.0	0.0	0.00907
Dietzia sp014145095	0.00332	0.00239	0.00749	0.00218	0.00217	0.00135	0.00355	0.00163	0.00196	0.00187	0.00043	0.00184	0.01341	0.00569	0.00337	0.00454	0.00227	0.00767	0.00303	0.00147	0.00123	0.0033	0.00442	0.00134	0.00529	0.003	0.00636	0.00064	0.00277	0.00042	0.00277	0.00132	0.00555	0.00773	0.00146	0.01899	0.00713	0.00305	0.00081	0.00674	0.00204	0.00479	0.00207	0.00886	0.00525	0.01538	0.00489
Blautia ornithocaccae	0.01236	0.00217	0.0912	0.00583	0.04678	0.0208	0.15628	0.00298	0.00637	0.04998	0.01049	0.01256	0.01985	0.00669	0.00795	0.03649	0.02458	0.00877	0.01529	0.01162	0.00283	0.00163	0.00284	0.00598	0.00336	0.00524	0.00483	0.00172	0.00504	0.00806	0.00336	0.00471	0.0	0.00337	0.01953	0.0	0.00206	0.00242	0.00107	0.00533	0.00471	0.00809	0.0037	0.00402	0.0013	0.0	0.00408
Mediterraneibacter faecavium	0.02908	0.00523	0.01761	0.1974	0.13335	0.01057	0.00879	0.03629	0.21309	0.02564	0.0035	0.19661	0.01727	0.00373	0.05405	0.0105	0.0015	0.0	0.02464	0.00749	0.01477	0.00464	0.00992	0.02668	0.0	0.00076	0.0	0.0	0.0	0.0	0.00123	0.00118	0.00105	0.00176	0.15236	0.0	0.4053	0.35831	0.00082	0.00496	0.00054	0.00143	0.00074	0.33495	0.0141	0.01294	0.0
Romboutsia sp904418825	0.0	0.0	0.0	0.00095	0.00062	0.0	0.0	0.0008	0.0	0.00187	0.00201	0.0	0.0	0.0	0.0	0.00491	0.00088	0.00253	0.00121	0.00351	0.0	0.00163	0.0	0.00136	0.0	0.00125	0.0	0.0	0.00098	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0023	0.00092	0.0	0.0	0.0	0.0
Blautia merdavium	0.02484	0.03484	0.02363	0.03761	0.03535	0.01473	0.05423	0.02692	0.02299	0.02891	0.01838	0.00895	0.03506	0.02938	0.01454	0.03126	0.03882	0.02386	0.01121	0.00782	0.00222	0.0	0.008	0.00238	0.00857	0.00342	0.01801	0.01414	0.00945	0.00384	0.00168	0.00235	0.35997	0.28666	0.10232	0.00781	0.00659	0.0035	0.1454	0.02814	0.01111	0.00921	0.00432	0.14878	0.04851	0.0	0.02443
