bird_id	D14A1	D14A2	D14A3	D14A4	D14B1	D14B2	D14B3	D14B4	D14C1	D14C2	D14C3	D14C4	D21A1	D21A2	D21A3	D21A4	D21B1	D21B2	D21B3	D21B4	D21C1	D21C2	D21C3	D21C4	D35A1	D35A2	D35A4	D35B2	D35B4	D35C1	D35C2	D35C3	D3A2	D3A4	D3B1	D3B2	D3C1	D3C2	D3C3	D3C4	D35A3	D35B3	D35C4	D3A3	D3B3	D3B4	D35B1
UMGS1071 sp900541905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00154	0.0	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00351	0.00562	0.0	0.0	0.00145	0.00073	0.00378	0.004	0.0	0.0	0.0	0.0	0.00372	0.01163	0.0
Caccousia stercoris	0.0	0.00086	0.0	0.00077	0.0005	0.00071	0.0	0.0	0.00065	0.0	0.00034	0.00067	0.0	0.0	0.0	0.00126	0.00173	0.0	0.00138	0.00106	0.00084	0.00233	0.0015	0.00047	0.0035	0.00142	0.00131	0.00055	0.0016	0.0017	0.00227	0.00111	0.0	0.0	0.00052	0.0	0.0	0.00139	0.0	0.0	0.00234	0.00156	0.00185	0.0	0.0	0.0	0.0
Caccousia avistercoris	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caccousia avicola	0.0	0.0027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.00531	0.00771	0.0	0.00202	0.00131	0.00243	0.01134	0.00334	0.0	0.00321	0.00224	0.0	0.00067	0.00098	0.00854	0.00472	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00671	0.0	0.00551	0.0	0.0	0.0	0.0
Avimonas caecicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Avimonas merdigallinarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAJFUH01 sp904420155	0.0	0.00093	0.0	0.0	0.0	0.0	0.00113	0.0	0.00106	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F23-B02 sp001916715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marseille-P3106 sp900169975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acutalibacter sp904374805	0.00183	0.00265	0.0	0.01023	0.007	0.00161	0.00251	0.00347	0.00415	0.00348	0.00205	0.00127	0.0	0.0	0.00495	0.00093	0.0	0.00312	0.00101	0.00076	0.00166	0.0	0.00288	0.00215	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acutalibacter sp905215055	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.00159	0.00067	0.00192	0.0	0.0	0.00154	0.0	0.0	0.00085	0.00236	0.00093	0.0007	0.00113	0.0007	0.00077	0.00172	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111
Acutalibacter stercoravium	0.0	0.00174	0.00216	0.0	0.0007	0.00162	0.00286	0.00154	0.00383	0.00436	0.00626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.00047	0.00037	0.0	0.00096	0.00304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acutalibacter sp900755895	0.0	0.00119	0.0	0.0	0.00064	0.0	0.0	0.0	0.00146	0.00115	0.00056	0.00109	0.0	0.0	0.0	0.00174	0.00083	0.0	0.00117	0.00146	0.00044	0.00123	0.00165	0.00106	0.0	0.00102	0.0	0.00082	0.00144	0.00064	0.0	0.00059	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0
Acutalibacter sp900543305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acutalibacter stercorigallinarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0
Acutalibacter sp904391645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acutalibacter sp904419785	0.0	0.0	0.0	0.0	0.00235	0.0	0.0	0.0	0.0	0.00111	0.0	0.00211	0.0	0.00231	0.0	0.0	0.00377	0.0	0.0	0.00156	0.00047	0.0019	0.0	0.00027	0.00157	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_R faecavium	0.01488	0.01539	0.0	0.00351	0.0	0.00062	0.0	0.00132	0.00332	0.0038	0.00698	0.0007	0.0	0.0	0.0	0.0047	0.00247	0.0	0.0	0.00427	0.0003	0.00157	0.0	0.0	0.00636	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.00299	0.0	0.0	0.0	0.0	0.0
Eubacterium_R faecale	0.0	0.0	0.0	0.0	0.0	0.03219	0.0	0.0	0.0	0.0	0.00058	0.0	0.00928	0.00498	0.0	0.0	0.0	0.0027	0.00392	0.00067	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.00983	0.0	0.00444	0.00626	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02893	0.0	0.00148	0.0	0.0	0.0	0.00791
JAGZMM01 sp904420015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallacutalibacter_A stercoravium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.00044	0.0	0.0	0.00088	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agathobaculum intestinigallinarum	0.0	0.0	0.0017	0.0	0.00729	0.0	0.0023	0.00138	0.0	0.00639	0.00063	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.00044	0.00132	0.00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01673	0.00056	0.00124	0.0	0.0	0.0	0.0	0.0
Agathobaculum intestinipullorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.00049	0.027	0.00533	0.0	0.00652	0.00383	0.00176	0.00241	0.00639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00342	0.00429	0.00443	0.0	0.0	0.0	0.00463
Agathobaculum sp900291975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agathobaculum desmolans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agathobaculum merdigallinarum	0.0	0.0	0.0	0.0	0.00072	0.01483	0.0	0.00172	0.0	0.0	0.00018	0.00813	0.0	0.0	0.0	0.00223	0.0	0.0027	0.0017	0.00116	0.00226	0.00157	0.0	0.0	0.0	0.0	0.00267	0.00028	0.00144	0.0	0.0	0.00624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.00166	0.0	0.0	0.0	0.0
Agathobaculum sp900557315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.00076	0.0	0.00787	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00887	0.0	0.0	0.0	0.0
Agathobaculum pullistercoris	0.00395	0.0	0.01094	0.0	0.00562	0.00206	0.01763	0.0	0.00244	0.00768	0.01901	0.00341	0.0	0.0	0.0	0.0	0.00404	0.0	0.00275	0.00276	0.00354	0.0	0.00588	0.00095	0.0	0.0	0.0	0.0004	0.0	0.00071	0.0	0.0017	0.03137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudobutyricicoccus lothianensis	0.00424	0.00224	0.0	0.0	0.0	0.00237	0.0	0.00243	0.00113	0.00058	0.00168	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.00095	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00311	0.0	0.0	0.0	0.0	0.0
Pseudobutyricicoccus sp003477405	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudobutyricicoccus sp016901775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricicoccus pullicaecorum	0.002	0.0	0.0	0.0	0.0	0.00073	0.0	0.00092	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.00089	0.00092	0.0	0.00198	0.0003	0.0	0.00107	0.0	0.0	0.0	0.0051	0.00227	0.0	0.0	0.0	0.00123	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00171	0.00131	0.0	0.0	0.0	0.0	0.0
Butyricicoccus sp018383195	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.00027	0.00075	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.00034	0.00096	0.0	0.0	0.00052	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricicoccus sp900604335	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.00095	0.0	0.00058	0.00033	0.0005	0.0	0.00729	0.0	0.00276	0.00216	0.0	0.0	0.00467	0.00061	0.00344	0.00223	0.0	0.0	0.00089	0.0021	0.0	0.00086	0.00199	0.00222	0.00408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.01139	0.00344	0.0	0.0	0.0	0.0
Butyricicoccus sp017886875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01064	0.00181	0.0033	0.00085	0.0	0.0	0.00504	0.00876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00434	0.0	0.01231	0.0	0.0	0.0	0.0
Caproicibacterium sp900554535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fimenecus sp900545625	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.00311	0.0	0.0	0.00227	0.00126	0.0	0.0	0.0	0.00056	0.0003	0.0	0.0	0.00068	0.0	0.0	0.00477	0.0	0.00457	0.00451	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.00185	0.0	0.0	0.0	0.00176
Ruminococcus_E sp003438075	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limousia pullorum	0.0	0.00052	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.00137	0.0	0.00045	0.0	0.0	0.00051	0.00039	0.0	0.00085	0.00037	0.0	0.0	0.0	0.00036	0.00316	0.00035	0.00123	0.00132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.00081	0.00107	0.0	0.0	0.00247
Solibaculum mannosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Onthousia sp900760545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.00291	0.0	0.00105	0.0083	0.00282	0.00351	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.00166
Onthousia faecipullorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.00154	0.0	0.0	0.00038	0.0	0.00473	0.0	0.00049	0.0	0.0	0.00627	0.00171	0.00214	0.01665	0.00634	0.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.00381	0.0	0.0	0.0	0.00287
Onthousia excrementipullorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0003	0.00072	0.0	0.0	0.00964	0.0	0.00194	0.0129	0.0052	0.00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.00373	0.0	0.0	0.0	0.00287
Ventrenecus sp904374795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0008	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ventrenecus stercoripullorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.00231	0.0	0.00077	0.005	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprosoma intestinipullorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprovivens excrementavium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA5026 sp910586425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelethosoma merdigallinarum	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.00247	0.00128	0.00211	0.00142	0.0003	0.00029	0.0	0.00288	0.0	0.0	0.00082	0.0	0.00174	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0
Faecisoma merdavium	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00164	0.0	0.00388	0.0	0.0	0.0	0.0
UMGS2016 sp018381595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_AQ innocuum	0.0	0.00119	0.00304	0.0	0.00192	0.0	0.00481	0.0	0.0	0.00586	0.00266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.00183	0.0	0.0	0.0
Caccenecus sp017888105	0.0	0.0	0.0	0.0	0.00405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.00117	0.00107	0.00122	0.00077	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.00156
Caccenecus sp900758895	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.00075	0.0	0.0	0.00591	0.00164	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caccenecus avistercoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.00167	0.0	0.00051	0.0	0.0	0.00188	0.00031	0.00098	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Onthocola_B stercoravium	0.02547	0.0	0.0	0.0	0.0	0.04872	0.0	0.00212	0.0	0.0	0.0	0.0	0.03042	0.01972	0.0	0.0	0.00555	0.00396	0.00744	0.0087	0.00062	0.0046	0.0	0.00122	0.005	0.00754	0.03921	0.0483	0.03779	0.00405	0.00422	0.00612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01168	0.00442	0.00639	0.0	0.0	0.0	0.00559
Onthocola_B sp900546715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecimonas intestinavium	0.00263	0.0	0.0	0.0374	0.01202	0.0	0.00113	0.00123	0.0	0.00406	0.0	0.0	0.0	0.01048	0.00332	0.00839	0.00496	0.0	0.0	0.0	0.0	0.00674	0.0	0.0	0.00379	0.0	0.00744	0.01254	0.00679	0.0	0.00368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.00322
Faecimonas gallistercoris	0.0016	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.00027	0.0	0.0	0.00043	0.0	0.0	0.00119	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0.0	0.0	0.00126
Fimihabitans intestinipullorum	0.00698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.00531	0.0	0.00133	0.00363	0.00203	0.0	0.0021	0.0	0.00794	0.0	0.00091	0.00144	0.00041	0.00268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.00103	0.0	0.0	0.0	0.00161
MGBC119817 sp910583685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus sp910589675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.00464	0.00175	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.00581	0.0
Lactobacillus pullistercoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus_B faecium	0.00229	0.00799	0.01071	0.00077	0.00448	0.00535	0.00788	0.0087	0.0	0.0	0.00038	0.0005	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus_B ratti	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
