bird_id	D14A1	D14A2	D14A3	D14A4	D14B1	D14B2	D14B3	D14B4	D14C1	D14C2	D14C3	D14C4	D21A1	D21A2	D21A3	D21A4	D21B1	D21B2	D21B3	D21B4	D21C1	D21C2	D21C3	D21C4	D35A1	D35A2	D35A3	D35A4	D35B1	D35B2	D35B3	D35B4	D35C1	D35C2	D35C3	D35C4	D3A2	D3A3	D3A4	D3B1	D3B2	D3B3	D3B4	D3C1	D3C2	D3C3	D3C4
GCA-900066495 sp902362365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0
Acetatifactor sp900766575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	4e-05	0.00039	4e-05	0.00101	0.00022	0.00097	9e-05	0.00041	0.00045	0.00036
Azonexus hortensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023
RGIG5622 sp017626395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	7e-05	2e-05	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes senegalensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.00372	0.00011	0.00039	0.00027	0.00035	8e-05	0.00012	0.00257	0.00141	9e-05	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes shahii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.00354	0.00011	0.00048	0.00033	0.00045	0.0001	0.00013	0.00269	0.00163	9e-05	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR04bin15 sp004357015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	1e-05	0.00011	0.0	0.0	8e-05	0.00013	2e-05	0.0001	0.00013	0.0
Cutibacterium acnes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ligilactobacillus salivarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00491	0.0024	0.0	0.0	0.00337	0.00183	0.0	5e-05	0.00104	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Turicibacter sp001543345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1e-05	4e-05	0.0	2e-05	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Akkermansia muciniphila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01915	0.0	0.0	0.0	0.00021	1e-05	3e-05	0.01128	0.00323	6e-05	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atopostipes pullistercoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	3e-05	8e-05	8e-05	5e-05	0.0	2e-05	0.0002	5e-05	0.0	3e-05	3e-05	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	2e-05	0.0
CAG-884 sp905200435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Puteibacter caeruleilacunae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gramella sp009735695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Turicibacter sanguinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bradyrhizobium sp003020115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelomonas saccharophila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
U87765 sp018131225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallimonas merdigallinarum	0.00244	0.00015	0.00663	0.00151	0.05101	0.00254	0.022	0.00045	0.00605	0.01077	0.04471	0.03137	0.00049	0.00049	0.00365	0.0002	0.00011	0.00023	0.00023	0.00039	0.00027	0.00022	0.00107	0.00086	0.00335	0.00122	0.00082	0.00034	0.00116	0.00143	8e-05	0.00027	0.00068	0.00157	0.00032	0.00016	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallimonas intestinalis	0.00195	0.00841	0.00112	0.00505	0.00656	0.00218	0.0037	0.00042	0.01125	0.00644	0.00796	0.0037	0.00299	0.00152	0.00393	0.00151	0.00133	0.00265	0.00106	0.00096	0.00129	0.0025	0.00123	0.00293	0.00248	0.00162	0.00147	0.00335	0.00205	0.00335	0.00114	0.00263	0.0021	0.00241	0.00191	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallimonas faecium	0.00017	0.00082	4e-05	0.00012	0.00017	8e-05	0.00015	0.0	0.00016	0.00017	0.00026	5e-05	7e-05	0.00012	0.00052	3e-05	3e-05	3e-05	0.00086	3e-05	5e-05	2e-05	5e-05	3e-05	0.00064	0.00078	0.00058	0.00023	0.00106	0.0005	0.00014	0.00011	0.00028	0.00095	7e-05	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallimonas sp017887095	0.00011	0.00428	3e-05	0.00015	8e-05	0.00641	0.0001	4e-05	0.0003	0.00457	0.0001	3e-05	0.01981	0.00341	0.01069	0.01094	0.00011	0.01197	0.00064	0.00418	5e-05	0.00196	2e-05	6e-05	0.0012	0.00034	0.00037	0.00068	0.00073	0.00088	0.00262	0.001	0.00108	0.00016	0.00017	0.00121	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallimonas merdae	9e-05	0.00013	0.00014	0.00012	0.0007	7e-05	0.00041	0.0	0.00024	0.0002	0.00061	0.00045	6e-05	8e-05	0.00024	4e-05	5e-05	4e-05	6e-05	5e-05	3e-05	9e-05	6e-05	7e-05	0.00018	0.00014	0.00018	0.00515	0.00018	0.00025	6e-05	0.0001	0.00021	0.00018	6e-05	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallimonas intestinavium	4e-05	0.00034	6e-05	0.00036	6e-05	0.00016	7e-05	5e-05	8e-05	4e-05	7e-05	6e-05	0.00046	0.00034	0.00119	0.0002	0.00109	0.0002	0.0001	0.00019	0.00031	0.00012	0.00035	0.00014	0.00572	0.0034	0.00257	0.00149	0.00236	0.00076	0.00162	0.00161	0.00083	0.00187	0.00311	0.00077	0.0	2e-05	0.0	7e-05	0.0	0.0	0.0	0.0	4e-05	0.0	0.0
Gallimonas intestinigallinarum	3e-05	0.00031	2e-05	0.00013	8e-05	0.00054	5e-05	2e-05	0.00036	0.002	0.0001	5e-05	0.00058	0.00405	0.00041	0.00033	4e-05	0.00043	5e-05	0.00016	3e-05	0.00288	2e-05	4e-05	0.00376	0.00071	0.00051	0.00029	0.00076	0.00888	0.00071	0.00631	0.011	0.0004	5e-05	0.00018	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0
Gallimonas sp900548845	3e-05	0.00187	0.0	4e-05	3e-05	2e-05	4e-05	4e-05	0.00023	2e-05	3e-05	2e-05	0.00284	5e-05	0.00907	0.00048	0.00195	3e-05	3e-05	9e-05	0.00248	0.0001	0.00287	0.00019	0.00101	0.00069	0.00197	0.00924	0.00083	0.00409	0.00035	0.007	0.00069	0.00062	0.00786	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallimonas gallistercoris	1e-05	0.00048	0.0	0.0	2e-05	0.0	2e-05	0.0	0.00011	2e-05	2e-05	2e-05	0.00113	3e-05	0.00279	0.00013	0.00057	0.0	0.0	3e-05	0.00069	2e-05	0.00087	6e-05	0.00218	0.0007	0.00066	0.00743	0.00036	0.00263	0.00018	0.00252	0.00027	0.00023	0.00229	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scatosoma sp904419075	0.00056	0.00062	0.00088	0.0023	0.00049	0.00014	0.00071	0.00032	0.02115	0.00064	0.00128	0.0004	0.00019	0.0001	0.00044	8e-05	0.00015	9e-05	0.00012	0.00012	0.00032	0.00012	0.00028	0.00043	5e-05	6e-05	5e-05	0.00011	8e-05	8e-05	3e-05	0.0001	0.00014	5e-05	3e-05	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scatosoma pullicola	4e-05	4e-05	0.0	0.0	3e-05	7e-05	0.0	0.0	6e-05	2e-05	5e-05	0.0	2e-05	0.00076	5e-05	7e-05	0.00016	0.00027	8e-05	0.00011	5e-05	0.00012	9e-05	4e-05	0.00077	0.00028	0.00032	0.00077	0.00028	0.00085	0.0001	0.00034	0.00024	0.00078	0.00029	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ornithoclostridium excrementipullorum	0.00366	0.01548	2e-05	4e-05	3e-05	6e-05	2e-05	0.00046	0.00012	0.00016	0.03015	2e-05	0.01658	0.00534	0.03292	0.01237	0.00364	0.01119	0.00185	0.00504	0.01868	0.01576	0.02183	0.01754	0.00479	0.00038	0.00233	0.00081	0.00017	0.00015	0.0016	0.00076	0.00261	0.00172	0.0004	0.00394	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0
Borkfalkia sp017886895	2e-05	0.00163	3e-05	0.00057	6e-05	2e-05	4e-05	3e-05	0.00135	0.0004	0.00024	3e-05	0.00181	0.00023	0.00065	0.00026	0.00129	6e-05	2e-05	2e-05	0.00017	0.00323	5e-05	4e-05	0.00235	0.00032	4e-05	0.00355	0.00401	0.00025	5e-05	0.0	0.00225	0.00122	0.00059	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Woodwardibium gallinarum	1e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.00087	0.00022	0.0	0.00103	7e-05	0.00111	3e-05	3e-05	0.00086	0.00024	0.00163	0.00087	0.00054	0.00033	0.0004	0.0011	0.00063	0.00152	0.00117	0.00066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coproplasma stercoravium	0.0091	0.0095	0.00075	0.01307	0.00269	0.00091	0.00916	0.00014	0.0136	0.00585	0.00409	0.00109	0.00054	0.00084	0.00278	0.00028	0.00162	0.00167	0.00096	0.0008	0.00123	0.00057	0.00067	0.0009	0.00095	0.00046	0.00058	0.0011	0.00368	0.00171	0.00111	0.00285	0.00021	0.00073	0.00035	0.00046	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coproplasma avistercoris	0.00015	0.00017	2e-05	0.00014	8e-05	0.0001	9e-05	3e-05	0.00027	0.00015	0.00012	0.0	2e-05	2e-05	0.00019	0.00089	2e-05	3e-05	0.0	0.0045	3e-05	8e-05	0.00206	0.00087	0.00064	0.00256	0.00289	0.00459	0.00434	0.00242	0.00072	0.00075	0.00105	0.0037	0.00153	0.00243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Borkfalkia sp904373255	0.00392	0.00955	0.00438	0.00601	0.00309	0.00111	0.00295	0.00264	0.02288	0.00343	0.00403	0.00373	0.00197	0.0004	0.00095	0.00029	0.0005	0.00141	0.00053	0.00069	0.00033	0.0004	0.00086	0.00121	0.00056	0.00035	0.00028	0.00064	0.00091	0.00071	0.00058	0.00079	0.00037	0.00033	0.00011	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Borkfalkia avicola	0.00047	0.00075	0.00042	0.00026	0.00041	0.00065	0.00048	0.0	0.00035	0.00018	0.00037	0.00026	0.00056	0.00089	0.0005	0.00034	0.00041	0.00173	0.00083	0.00044	0.00041	0.00181	0.00046	0.00031	0.00106	0.0014	0.00352	0.00211	0.00063	0.00136	0.00109	0.0007	0.00031	0.00087	0.00038	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Borkfalkia excrementipullorum	0.00026	0.00076	0.00025	0.00036	0.00016	0.00017	0.00019	0.00015	0.00119	0.00041	0.00023	0.00019	0.00014	8e-05	0.00011	6e-05	0.00011	0.00015	6e-05	0.0001	6e-05	0.00011	9e-05	0.00042	0.00023	5e-05	6e-05	0.00012	0.00011	8e-05	8e-05	0.00012	6e-05	9e-05	3e-05	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Borkfalkia sp017886545	0.00023	0.0039	0.00074	0.04662	0.00293	0.00056	0.00126	0.00128	0.00038	0.00107	0.01719	0.00047	0.00061	0.00072	0.00031	0.00045	0.00081	0.00233	0.00091	0.00021	0.00012	0.0014	0.00192	0.00045	0.00024	9e-05	7e-05	0.00016	0.00056	0.00039	6e-05	8e-05	0.00016	0.00025	9e-05	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Borkfalkia faecavium	0.00022	0.00034	8e-05	0.00016	0.00028	0.00238	0.00025	0.0011	0.0006	0.00035	0.00037	0.0002	0.0016	0.00013	0.00863	0.00155	0.00379	0.00265	0.00012	8e-05	0.0004	0.00361	0.00036	0.00905	0.00675	0.01181	0.00034	0.01098	0.01484	0.0099	0.00531	0.0028	0.00667	0.01301	0.00404	0.00231	0.0	0.0	1e-05	0.0	0.0	0.0	4e-05	0.0	0.00014	0.0	0.00026
Borkfalkia sp904374385	5e-05	0.00014	0.0	4e-05	3e-05	0.00078	2e-05	0.0	0.00126	0.00013	5e-05	2e-05	0.00028	0.0002	0.00016	0.0	0.00047	0.00043	0.0002	0.00024	0.00017	0.0002	0.0	0.00037	0.00018	8e-05	0.00029	0.00039	0.00032	0.00024	7e-05	0.00015	0.00019	0.00042	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Borkfalkia faecipullorum	4e-05	0.00017	3e-05	8e-05	6e-05	0.00021	6e-05	0.0	0.00028	0.00017	7e-05	6e-05	0.0003	3e-05	0.00035	0.00057	2e-05	0.00045	0.00061	0.00012	2e-05	0.00029	2e-05	5e-05	0.00061	0.00083	0.00075	0.00052	0.00046	0.0006	0.00052	0.00152	0.00035	0.00096	0.00304	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Borkfalkia sp904419945	4e-05	0.00119	2e-05	0.00389	8e-05	2e-05	0.00017	0.00247	0.0034	0.00132	0.00096	5e-05	0.00032	5e-05	0.00053	0.00023	0.00048	0.0001	0.00032	0.00015	0.00013	0.00017	0.00011	0.00031	0.00034	0.0001	0.00054	0.00052	0.00064	0.00036	0.00039	0.00094	0.00017	8e-05	0.00041	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Borkfalkia excrementigallinarum	0.00352	0.00284	0.00049	0.00733	0.00493	0.00133	0.00563	0.0007	0.00184	0.00452	0.00161	0.00081	0.00066	0.00021	0.00162	0.00135	0.0007	0.00066	0.00037	0.00077	0.00086	0.00145	0.00088	0.00682	0.00207	0.00135	0.00305	0.00227	0.00072	0.00228	0.00196	0.00077	0.00034	0.00103	0.00095	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMGS929 sp900546875	0.00033	0.00153	0.0002	0.00168	0.00034	0.00037	0.00029	0.00017	0.00195	0.00142	0.00058	0.00046	0.00027	0.00027	0.00033	0.00017	0.00015	0.00032	0.00013	0.00014	0.00017	0.00029	0.00013	0.00026	0.01708	0.00153	0.01683	0.00066	0.00052	0.04407	0.00028	0.00047	0.00033	0.01521	0.00018	0.00028	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-314 sp000437915	0.00019	7e-05	7e-05	0.0	9e-05	0.0	9e-05	0.0	6e-05	0.00011	0.00022	0.0	0.0	2e-05	7e-05	0.0	2e-05	0.0	0.0	2e-05	4e-05	0.0	3e-05	0.0	0.00175	0.00065	0.00082	0.00286	0.00109	0.00182	0.0	0.0053	0.00195	0.00199	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-269 sp904419495	0.00477	5e-05	0.0	0.0	4e-05	0.00013	0.00019	0.0	5e-05	6e-05	0.0	0.0	0.00038	0.00013	0.00023	0.00018	0.00039	0.0002	0.00056	0.00017	0.00022	0.00015	0.00015	2e-05	0.00041	0.00199	0.00118	0.00038	0.00016	0.00025	0.00065	0.0066	0.00038	0.00328	0.00039	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-269 sp904387305	0.00028	2e-05	0.0	0.0	2e-05	0.00021	6e-05	0.0	0.0	3e-05	0.0	0.0	0.00037	0.0001	0.00016	0.00026	0.00029	0.00011	0.00086	0.00014	0.00012	0.00026	0.00012	2e-05	0.00064	0.00035	0.00049	0.0006	0.0004	0.00025	0.0002	0.00102	0.00046	0.00083	0.0013	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0
CAG-269 sp904384245	0.00028	9e-05	0.0	0.0	0.0001	0.00022	0.00038	0.0	0.00015	0.0001	0.0	2e-05	0.00051	9e-05	0.00065	0.00014	0.0003	0.00033	0.00059	0.00014	9e-05	0.00027	0.00023	5e-05	0.00023	0.00035	0.00022	0.00021	0.00016	0.00027	6e-05	0.00021	0.00028	0.00057	0.00017	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-269 sp904384205	0.00026	4e-05	0.0	0.0	2e-05	0.00017	0.0001	0.0	0.0	0.0	0.0	0.0	0.00037	7e-05	0.00016	0.0001	0.00038	0.00018	0.00026	0.00013	7e-05	0.00024	0.00012	2e-05	0.00021	0.00033	0.00023	0.00014	0.00016	0.00031	7e-05	0.00025	0.00029	0.00031	0.00018	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-269 sp904419095	0.00025	5e-05	0.0	0.0	4e-05	0.00017	0.00026	0.0	3e-05	4e-05	0.0	0.0	0.00049	3e-05	0.00024	7e-05	0.00029	0.00019	0.00035	0.00019	5e-05	0.00018	0.00011	0.0	0.0002	0.0002	0.00015	0.0002	0.00013	0.0002	6e-05	0.00023	0.00023	0.0003	0.00013	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-269 sp900554365	0.00011	0.0	0.0	0.0	2e-05	6e-05	0.0003	0.0	0.0	2e-05	0.0	0.0	0.00024	6e-05	0.00012	0.00026	0.00069	7e-05	0.00046	8e-05	0.00016	0.00025	0.00011	2e-05	0.0002	0.00031	0.0004	0.00027	0.00016	0.00021	0.00022	0.00036	0.00029	0.00031	0.00023	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMGS911 sp003343545	0.00014	0.00012	0.00091	0.00024	0.00024	0.00016	0.00012	0.00042	0.00026	0.00022	4e-05	0.00024	0.00014	0.00018	0.00014	0.00018	0.00015	8e-05	0.00031	0.00029	0.00029	0.00012	0.00011	0.00022	0.0001	8e-05	0.00013	0.00014	9e-05	0.00011	0.00012	0.0001	0.00019	0.00013	9e-05	0.00011	0.0	0.00021	0.00016	0.00062	0.0	0.0	4e-05	0.00039	0.00025	9e-05	0.0
Fimimonas gallinarum	2e-05	3e-05	3e-05	3e-05	4e-05	2e-05	3e-05	5e-05	7e-05	5e-05	4e-05	2e-05	5e-05	4e-05	7e-05	5e-05	3e-05	4e-05	6e-05	3e-05	3e-05	3e-05	4e-05	3e-05	0.02956	0.016	0.00246	0.07135	0.04675	0.00354	0.00247	8e-05	0.00507	0.02945	0.00076	0.00324	3e-05	3e-05	3e-05	7e-05	0.0004	5e-05	6e-05	4e-05	0.0001	3e-05	0.00075
Protoclostridium gallicola	2e-05	4e-05	0.0	0.0	0.0	5e-05	0.0	0.0	9e-05	3e-05	0.0001	2e-05	0.00029	0.00011	0.00046	0.00021	0.00056	6e-05	9e-05	0.00014	0.00018	0.00093	0.00019	5e-05	0.00029	0.00077	0.00023	0.00012	0.00065	0.00038	0.00012	7e-05	0.0004	0.00022	6e-05	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA10677 sp900543755	0.00017	0.00094	0.00013	0.00046	0.00049	0.00035	0.00029	3e-05	0.00175	0.00045	0.00062	0.00031	0.00071	0.00013	0.00065	0.00014	0.00022	0.00044	0.00015	0.0001	0.0002	0.00036	0.00018	0.00034	0.00068	0.00038	0.00042	0.00122	0.00058	0.00063	0.00029	0.00044	0.00045	0.00057	0.00051	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caccopulliclostridium gallistercoris	0.00011	0.00116	0.0	0.00461	0.0	4e-05	0.0	0.0	0.00328	0.0	0.0	0.0	0.00171	0.0001	0.00042	0.0003	0.00088	0.00063	0.00015	0.00032	0.0007	0.00104	0.0003	0.001	0.00019	0.00054	0.00071	0.00061	0.00037	0.00025	0.00049	0.00065	0.00102	0.00025	0.00058	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecaligallichristensenella faecipullorum	4e-05	0.0	0.0	3e-05	0.0	0.00022	0.0	0.0	0.0	0.0	2e-05	0.00032	0.00077	0.00012	0.00031	0.00013	7e-05	0.00037	6e-05	0.00025	0.00022	9e-05	0.00026	5e-05	5e-05	0.0001	8e-05	0.00016	0.0001	0.00016	8e-05	0.00018	8e-05	3e-05	0.00011	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MARSEILLE-P3954 sp900604345	0.00013	0.0	2e-05	0.00021	5e-05	0.00029	3e-05	0.00022	0.00024	5e-05	0.0	0.00079	0.00014	9e-05	6e-05	9e-05	0.00011	0.0001	0.00022	6e-05	7e-05	9e-05	0.00014	8e-05	0.00012	2e-05	0.00014	2e-05	6e-05	0.00011	6e-05	0.0	0.00012	0.00011	4e-05	3e-05	0.0	0.00137	0.0	0.00074	0.0	0.0	0.0	0.00174	0.00127	0.0	0.0
Caccovivens sp904397185	2e-05	0.0	4e-05	0.0	2e-05	1e-05	0.0	4e-05	2e-05	2e-05	0.0	0.0001	0.00282	0.00068	6e-05	0.00122	5e-05	0.00036	4e-05	0.00151	0.00216	0.00044	6e-05	0.00341	2e-05	0.00023	8e-05	0.00097	3e-05	0.00068	0.00093	0.00529	2e-05	0.00021	0.00116	0.00018	0.0	0.0001	0.0	7e-05	0.0	0.0	0.0	0.0001	8e-05	0.0	0.0
