bird_id	D14A1	D14A2	D14A3	D14A4	D14B1	D14B2	D14B3	D14B4	D14C1	D14C2	D14C3	D14C4	D21A1	D21A2	D21A3	D21A4	D21B1	D21B2	D21B3	D21B4	D21C1	D21C2	D21C3	D21C4	D35A1	D35A2	D35A3	D35A4	D35B1	D35B2	D35B3	D35B4	D35C1	D35C2	D35C3	D35C4	D3A2	D3A3	D3A4	D3B1	D3B2	D3B3	D3B4	D3C1	D3C2	D3C3	D3C4
Limosilactobacillus sp014836425	7e-05	0.0	9e-05	7e-05	0.0	2e-05	0.0	0.0	0.0	2e-05	0.0	2e-05	0.0	0.0	0.0	5e-05	1e-05	8e-05	0.0	0.0	0.0	2e-05	3e-05	0.0	0.0	0.0	6e-05	0.0	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	4e-05	0.0	0.0	0.0	0.00027	2e-05	0.0	0.0	0.0
Limosilactobacillus ingluviei	2e-05	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	0.0	3e-05	0.0	0.0	0.0	1e-05	2e-05	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0001	0.0	0.0	2e-05	0.0
Merdibacter massiliensis	0.00037	0.00016	0.00039	0.0001	0.00011	0.00014	0.00019	0.0001	7e-05	0.00042	0.00013	5e-05	9e-05	0.00033	0.00037	0.00013	0.00024	0.00018	0.00014	0.00023	9e-05	0.00013	0.00026	7e-05	0.00012	4e-05	9e-05	0.00014	0.0001	7e-05	0.0002	7e-05	9e-05	8e-05	0.00044	0.00016	0.0	1e-05	2e-05	5e-05	0.0	0.0	0.0	0.0	2e-05	2e-05	0.0
Merdibacter merdipullorum	0.00143	0.00038	0.0	0.0	0.0	0.00038	0.0	0.00032	9e-05	8e-05	0.00079	0.0	0.0004	0.00041	0.00118	0.00076	0.00096	0.00638	0.0017	0.00015	0.00246	0.00146	0.00103	0.00069	0.00129	4e-05	5e-05	0.00886	3e-05	0.0006	0.00208	0.00296	0.00017	0.00043	0.00023	0.00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Merdibacter merdigallinarum	0.01307	0.0003	0.00014	7e-05	0.00139	0.00075	0.00013	0.00014	0.00119	0.01236	0.00277	0.00013	0.00139	0.01664	0.00139	0.00092	0.00802	0.00139	0.00098	0.00015	0.00138	0.00167	0.00658	0.00025	0.00094	0.00038	0.0003	0.00109	0.00241	0.00052	0.00133	0.00026	0.00155	0.00112	0.00044	0.00064	0.0	5e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0
UMGS1754 sp900554815	0.00091	4e-05	0.0	0.0	2e-05	0.00013	0.0001	0.0	3e-05	2e-05	0.0	3e-05	0.00046	0.00015	0.00024	0.00033	0.00049	0.00022	0.00047	0.00032	0.00024	0.00036	0.00025	9e-05	0.0003	0.00055	0.00039	0.00059	0.00039	0.00052	0.00019	0.00085	0.0003	0.00054	0.0003	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMGS1754 sp900759475	0.00025	6e-05	0.0	0.0	3e-05	0.00018	0.00015	0.0	0.0	2e-05	0.0	0.0	0.00043	0.00011	0.00011	0.00012	0.00038	0.00035	0.00037	0.00015	0.00022	0.00027	0.00026	4e-05	0.0002	0.00029	0.00022	0.00038	0.00017	0.00032	0.00013	0.00048	0.00021	0.00031	0.00016	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGIG8482 sp904381285	0.00011	2e-05	0.0	0.0	0.0	0.00155	4e-05	0.0	0.0	0.0	0.0	0.0	0.0007	0.00025	0.00048	7e-05	0.00129	0.00016	0.00013	0.00032	5e-05	9e-05	5e-05	0.0	7e-05	9e-05	0.00026	0.00073	9e-05	0.00011	0.00032	0.00016	0.00205	0.00024	7e-05	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Romboutsia timonensis	5e-05	0.0	0.0	3e-05	3e-05	0.0	5e-05	0.0	3e-05	9e-05	4e-05	3e-05	2e-05	0.0	3e-05	7e-05	0.0	6e-05	2e-05	3e-05	0.0	2e-05	0.0	2e-05	0.0	0.0001	1e-05	7e-05	0.0	2e-05	1e-05	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Romboutsia ilealis	2e-05	0.0	0.0	0.0	3e-05	0.0	4e-05	0.0	0.0	5e-05	2e-05	0.0	2e-05	0.0	0.0	5e-05	0.0	3e-05	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-273 sp000438355	0.00086	0.0	0.0	0.0	6e-05	8e-05	0.0	0.0	0.0	0.00016	0.0	0.0	0.00021	0.00014	5e-05	2e-05	0.00027	6e-05	0.00021	0.00015	0.00074	0.00022	0.00019	0.0	8e-05	9e-05	7e-05	0.00012	0.00011	0.0001	6e-05	0.00031	0.00057	0.00013	0.00014	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-273 sp017886645	0.00043	0.0	0.0	0.0	0.0001	5e-05	0.0	0.0	0.0	5e-05	0.0	0.0	9e-05	5e-05	5e-05	3e-05	9e-05	3e-05	0.00013	7e-05	0.00023	0.00013	9e-05	0.0	6e-05	0.00011	0.00261	0.00953	7e-05	0.0001	0.00055	0.01593	0.00031	0.00011	8e-05	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-273 sp904378095	0.00018	0.0	0.0	0.0	0.0	3e-05	9e-05	0.0	0.0	0.0	0.0	0.0	0.00051	0.00011	0.00144	0.00011	0.0021	0.00013	0.00118	0.00019	0.00057	0.00015	0.00214	0.00051	0.00027	0.00048	0.0003	0.00069	0.00022	0.00031	0.00027	0.0006	0.00019	0.00017	0.00058	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-273 sp900752335	0.00027	0.0	0.0	0.0	0.0	0.00054	7e-05	0.0	0.0	0.0	0.0	5e-05	0.00403	0.00156	0.00029	0.00991	0.01246	7e-05	0.01463	0.00161	0.00503	0.00565	0.00036	7e-05	0.0012	0.00466	0.00973	0.00992	0.00562	0.01202	0.00492	0.01156	0.01367	0.00549	0.00708	0.00133	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	2e-05	3e-05	0.0	0.00034
CAG-273 sp904420285	0.00023	4e-05	0.0	0.0	0.0	5e-05	8e-05	0.0	0.0	0.00033	0.0	0.00012	0.00074	0.00026	0.00019	0.00091	0.00074	0.00077	0.00098	0.00017	0.00025	0.00071	0.00014	0.00029	0.0003	0.00039	0.00058	0.00063	0.00033	0.00037	0.00017	0.00062	0.0003	0.00027	0.00017	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-273 sp900752095	0.00252	0.00057	0.0	0.0	0.0	0.00015	0.00014	8e-05	0.00177	0.00022	0.0	6e-05	0.00111	0.00026	0.00072	0.00036	0.00073	0.00029	0.0008	0.00057	0.00017	0.00075	0.00114	0.00014	0.00046	0.00053	0.00028	0.00072	0.00033	0.00075	0.00025	0.00077	0.00036	0.00033	0.0004	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Romboutsia sp018336475	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridioides difficile	2e-05	0.0	0.01965	7e-05	0.00778	0.00012	0.00578	0.00113	0.0	0.00814	0.00043	3e-05	0.0	3e-05	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	0.00219	0.00766	0.00271	0.00647	0.00568	0.00493	0.00012	0.01388	0.00108	0.01621	0.0137
Roslinia caecavium	2e-05	0.00071	0.00016	0.0025	3e-05	8e-05	0.0	0.00172	0.0007	0.00117	0.0	0.00051	3e-05	0.00016	0.00179	0.00091	0.00011	0.0007	0.00028	0.00034	0.00199	0.00039	0.00052	0.00064	0.00016	3e-05	6e-05	4e-05	0.00011	4e-05	9e-05	0.00061	0.0	0.00014	8e-05	3e-05	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erysipelatoclostridium spiroforme_A	0.00169	0.00037	0.0008	0.00019	0.00111	0.00052	0.0011	0.00079	6e-05	0.00027	0.00011	0.00094	0.00091	0.00061	0.00052	0.00159	0.00069	0.00051	0.00061	0.00056	0.00049	0.00025	0.00169	0.00011	0.0005	0.00075	0.00046	0.0001	0.00016	0.00019	0.00042	5e-05	0.00109	0.00118	0.00011	0.00119	0.00011	0.00128	0.01424	0.00369	0.0009	0.00152	0.01126	0.00016	0.00262	0.01039	0.00049
Dwaynesavagella sp017889345	4e-05	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erysipelatoclostridium ramosum	0.00016	5e-05	7e-05	0.0001	9e-05	5e-05	0.00011	8e-05	8e-05	7e-05	0.00063	7e-05	6e-05	7e-05	0.00017	8e-05	5e-05	5e-05	6e-05	6e-05	4e-05	5e-05	4e-05	6e-05	5e-05	6e-05	5e-05	7e-05	6e-05	5e-05	4e-05	5e-05	0.00014	9e-05	7e-05	0.00014	0.02872	0.00054	0.2009	0.00076	0.21269	0.38193	0.00512	0.05112	0.06524	0.17858	0.18994
Erysipelatoclostridium sp017889095	2e-05	2e-05	4e-05	0.0	5e-05	0.00014	0.0063	3e-05	6e-05	0.0	0.0	2e-05	0.00097	0.00126	4e-05	3e-05	9e-05	0.00066	0.00026	0.00084	0.00012	0.00118	0.0	0.0	0.00016	0.00221	2e-05	0.00075	0.00012	0.00509	0.00093	0.00105	0.00023	0.00033	0.00012	0.00678	0.0	6e-05	1e-05	0.0	0.0	0.0	4e-05	0.0	4e-05	2e-05	0.0
JAGHEK01 sp017889265	0.00024	0.0001	0.00012	0.00077	0.0	0.0	0.00038	0.00019	0.00196	0.00011	2e-05	2e-05	6e-05	0.0002	3e-05	2e-05	2e-05	8e-05	3e-05	4e-05	0.0	4e-05	0.0	0.0	0.0001	0.00039	0.00125	0.00229	6e-05	0.0003	0.00024	0.00012	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sp900769625	0.00017	0.0	0.0	0.0	8e-05	0.0	0.0002	5e-05	0.00011	9e-05	0.0	0.0	0.0	4e-05	0.0	5e-05	0.0	4e-05	0.00013	4e-05	4e-05	0.0	3e-05	0.00011	3e-05	7e-05	4e-05	4e-05	0.0	5e-05	7e-05	5e-05	0.0	6e-05	5e-05	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerofustis stercorihominis_A	0.00057	0.00042	0.00062	0.0004	0.00054	0.0005	0.00065	0.00022	0.00039	0.00081	0.00044	0.00022	0.00097	0.00107	0.00057	0.00081	0.00078	0.00042	0.00039	0.00067	0.00083	0.00058	0.00078	0.00054	0.00043	0.00037	0.0004	0.00046	0.00031	0.0002	0.00052	0.00051	0.00034	0.00043	0.00024	0.00098	2e-05	7e-05	5e-05	6e-05	0.0	0.0	7e-05	9e-05	6e-05	7e-05	0.0
BX12 sp014333425	0.00042	0.00031	0.0004	0.00017	0.00019	0.00022	0.00022	0.00023	0.00027	0.00026	0.00014	0.00014	0.00015	0.00033	0.00032	0.0002	0.00023	0.00024	0.00018	0.0002	0.00029	0.00023	0.00022	0.00018	0.00019	0.00015	0.00017	0.00016	0.00018	0.00018	0.00019	0.00017	0.00021	0.0002	0.00058	0.0002	0.0	0.00012	0.0	0.00022	0.0	0.00011	0.0	0.0	2e-05	5e-05	0.0
Fimisoma sp900540145	6e-05	2e-05	5e-05	3e-05	0.0	0.00039	0.00013	5e-05	9e-05	4e-05	6e-05	6e-05	0.00019	0.00033	0.00017	0.00034	0.00036	0.00057	0.00036	0.00037	0.00063	0.00026	0.00048	0.00031	0.00068	0.00117	0.0003	0.00103	0.00047	0.00074	0.00045	0.00069	0.00079	0.00065	0.00021	0.00107	0.0	9e-05	0.0	4e-05	0.0	0.0	0.0	9e-05	8e-05	0.0	0.0
Copromorpha excrementipullorum	3e-05	4e-05	0.0001	4e-05	3e-05	2e-05	0.00013	3e-05	4e-05	3e-05	6e-05	0.00021	0.0	2e-05	4e-05	8e-05	0.0	0.0	4e-05	0.0	4e-05	0.00015	5e-05	3e-05	0.00084	0.00019	0.00021	7e-05	0.00059	0.0009	0.0003	0.00072	0.00014	0.00046	0.00024	0.00032	0.0	0.00025	0.0	0.00016	0.0	0.0	0.0	0.00042	0.00023	0.0	0.0
UBA4716 sp905215805	0.00184	0.00155	0.0001	0.00093	0.00061	0.00133	8e-05	0.00061	0.00279	0.00022	0.00153	0.00036	0.00076	0.00214	0.00026	0.0003	0.00095	0.00086	0.00052	0.00049	0.00069	0.00121	0.00057	0.00034	0.00038	0.00021	0.00038	0.00013	0.0004	0.00025	0.00071	0.00061	0.00019	0.00035	0.00033	0.00022	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ornithomonoglobus merdipullorum	0.00048	0.00127	6e-05	0.00012	0.00082	0.00159	0.0	0.00312	0.00106	0.00166	0.00164	0.00073	0.00068	0.00186	0.00058	0.00079	0.00109	0.0015	0.00095	0.00278	0.00433	0.00159	0.00126	0.00073	0.00026	0.00017	0.00073	7e-05	0.00077	0.00015	0.00062	0.00011	0.00018	0.00043	0.00081	0.00037	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubneribacter sp002159915	0.00015	0.0003	0.00012	0.0004	8e-05	9e-05	0.00013	0.00028	6e-05	8e-05	0.00041	0.00022	9e-05	9e-05	0.00015	0.00018	0.00013	0.00023	0.00015	0.00015	5e-05	0.00024	0.00021	0.00015	0.0003	0.00013	0.00037	0.00036	0.00025	0.00025	0.00021	0.00025	0.00028	0.00044	0.00054	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Massilistercora timonensis	0.00047	0.00026	0.00066	0.00053	0.00032	0.00052	0.00065	0.00067	0.00041	0.00037	0.00032	0.00099	0.00027	0.00057	0.00046	0.00033	0.00042	0.00037	0.00057	0.00043	0.00035	0.00037	0.00047	0.00088	0.00027	0.00021	0.00029	0.0002	0.00039	0.00023	0.0005	0.00024	0.00023	0.0003	0.00028	0.00032	2e-05	0.00126	4e-05	0.0008	0.0	0.00027	0.0	0.00141	0.00102	0.00017	0.00022
Massilistercora sp902406105	0.0001	0.00189	9e-05	0.0004	3e-05	0.00085	0.00082	4e-05	0.00046	0.00012	3e-05	4e-05	0.00035	0.00071	0.0002	0.00102	0.00091	0.00058	0.00056	0.00055	0.00022	0.00107	8e-05	0.00012	0.00057	0.00468	0.00078	0.002	0.0007	0.00114	0.00031	0.00101	0.00072	0.00068	0.00043	0.00049	0.0	2e-05	3e-05	6e-05	0.0	5e-05	0.0	0.0	0.0	5e-05	0.0
Faecalimonas sp900556835	0.00021	8e-05	9e-05	5e-05	0.0002	9e-05	0.00017	7e-05	3e-05	3e-05	3e-05	0.00013	0.0001	9e-05	0.00012	0.0002	8e-05	0.00011	6e-05	7e-05	5e-05	6e-05	0.00018	2e-05	7e-05	9e-05	6e-05	2e-05	4e-05	3e-05	7e-05	0.0	0.00013	0.00011	3e-05	0.00015	0.0	0.00033	0.00131	0.00043	0.0	0.0	0.00106	0.0	0.00029	0.00098	0.0
Scatomonas merdigallinarum	0.00016	6e-05	7e-05	9e-05	0.00012	9e-05	0.00015	5e-05	8e-05	0.00011	5e-05	6e-05	0.00011	0.00013	5e-05	0.0001	8e-05	8e-05	0.00015	0.00011	0.00014	7e-05	0.00016	0.00044	6e-05	4e-05	6e-05	7e-05	0.00021	0.00016	0.00029	0.00013	8e-05	0.00041	0.00017	0.00016	0.00016	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	9e-05	0.00026	0.0
Scatomonas merdavium	8e-05	0.00018	4e-05	6e-05	0.00011	0.0002	4e-05	0.00038	4e-05	0.00017	9e-05	8e-05	0.00021	0.00022	0.00049	0.00079	0.00019	0.00025	0.00014	0.0004	0.00018	6e-05	0.00062	0.00102	0.00044	7e-05	0.00017	0.00012	0.00032	0.00021	0.00029	0.00019	7e-05	9e-05	0.00015	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MD308 sp910578455	0.00031	6e-05	0.00011	0.00015	0.00014	0.00029	0.0001	0.00046	0.00016	0.0002	0.00016	8e-05	0.00015	0.00018	0.00046	0.00033	0.00021	0.00027	0.00019	0.00021	0.00034	0.00025	0.00019	0.00023	0.00013	9e-05	0.00021	0.00012	0.00013	0.00017	0.00016	0.00015	0.00017	0.00023	0.00023	0.00029	5e-05	9e-05	2e-05	5e-05	0.0	0.00011	0.0	0.0	6e-05	7e-05	0.0
Luxibacter massiliensis	0.00046	0.00028	0.00098	0.00053	0.00032	0.00086	0.00055	0.00121	0.00044	0.00057	0.00052	0.00127	0.00054	0.00046	0.00053	0.00045	0.00103	0.00071	0.00057	0.00069	0.00042	0.00053	0.00065	0.0012	0.00034	0.00021	0.00031	0.00027	0.00035	0.00017	0.00064	0.00039	0.00031	0.00019	0.00033	0.00034	0.00735	0.00184	0.00011	0.00109	0.0	0.00038	0.0	0.00162	0.00084	0.00011	0.00057
Schaedlerella sp004556565	4e-05	0.0	4e-05	6e-05	5e-05	4e-05	3e-05	7e-05	5e-05	5e-05	4e-05	5e-05	4e-05	4e-05	9e-05	6e-05	5e-05	5e-05	5e-05	0.0001	7e-05	6e-05	7e-05	8e-05	3e-05	5e-05	3e-05	5e-05	4e-05	3e-05	8e-05	5e-05	6e-05	9e-05	7e-05	3e-05	0.001	0.00025	0.00202	0.00018	0.00689	0.00096	0.00407	0.00059	0.00173	0.00258	0.00511
Acetatifactor stercoripullorum	5e-05	0.0001	4e-05	5e-05	8e-05	0.00047	0.00013	9e-05	3e-05	0.00024	6e-05	5e-05	0.00012	0.0002	0.00026	0.00241	0.00227	0.0014	0.00016	0.00155	0.00082	0.00653	9e-05	0.00011	0.0004	0.00043	0.00171	0.00017	0.00018	0.0003	0.00052	0.00085	0.00144	0.00028	0.00078	0.00078	0.0	4e-05	2e-05	0.0001	0.0	0.0	0.0	3e-05	0.0	0.00061	0.0
Pullilachnospira intestinigallinarum	0.00014	3e-05	0.00044	0.00013	0.00013	0.0002	0.00013	0.00034	0.00021	0.00018	8e-05	0.0005	7e-05	0.00012	0.00033	0.00012	8e-05	8e-05	0.00035	0.00017	0.00045	0.00012	0.00018	0.00046	0.00013	4e-05	8e-05	0.0001	0.00017	8e-05	0.0003	0.00013	5e-05	6e-05	6e-05	9e-05	6e-05	0.00051	2e-05	0.00031	0.0	0.0	0.0	0.00065	0.00048	2e-05	0.0
An181 sp002160325	0.00203	6e-05	0.009	0.00031	0.00258	0.00023	0.00362	0.00832	0.00024	0.0067	0.00358	0.00035	0.00027	0.00189	0.00354	0.00024	0.00257	0.002	0.00028	0.0003	0.00203	0.00209	0.00939	0.00204	0.00019	7e-05	0.00016	0.00028	0.00025	0.00195	0.00029	0.00062	0.0002	0.00021	0.0018	0.00026	0.00016	0.00035	0.00134	0.0003	0.01075	0.00696	4e-05	0.00023	0.00056	0.0001	0.00419
Limivivens merdigallinarum	0.0014	7e-05	8e-05	0.00023	0.00026	0.00026	4e-05	0.00213	0.00012	8e-05	2e-05	0.00016	0.0001	0.00034	0.00018	0.00019	0.00015	0.00028	0.00023	0.00025	0.00017	0.00013	0.00144	0.00011	0.00014	6e-05	0.00028	0.00013	0.00013	0.00014	0.00044	0.00012	4e-05	0.00016	6e-05	0.00015	6e-05	5e-05	6e-05	5e-05	0.0	0.00011	0.0	0.0	0.0	3e-05	0.00048
Limivivens intestinipullorum	0.00011	6e-05	0.00017	0.00056	9e-05	0.00161	0.00012	0.00014	0.00016	0.00017	7e-05	0.00168	0.00078	0.00043	0.00034	0.00035	0.00047	0.00153	0.00086	0.00139	0.00403	0.00038	0.00115	0.00277	0.00068	9e-05	0.00039	0.00013	0.00227	0.00025	0.00069	0.00041	0.00027	8e-05	0.00017	0.00022	0.0	6e-05	0.0	0.0	0.0	4e-05	0.0	7e-05	4e-05	2e-05	0.0
Scybalocola faecipullorum	0.00135	0.0012	0.00037	0.00035	0.00451	0.00116	0.00039	0.00337	0.00049	0.00378	0.00053	0.00026	0.00052	0.00269	0.00111	0.00032	0.00048	0.00104	0.00099	0.00216	0.00209	0.00071	0.00346	0.00094	0.00045	0.00022	0.00023	0.00032	0.00037	0.00017	0.00029	0.00022	8e-05	8e-05	0.00027	0.00037	5e-05	1e-05	1e-05	0.0	0.0	0.00016	0.0	0.0	3e-05	0.0007	0.0
Fimimorpha excrementavium	0.0001	4e-05	4e-05	8e-05	5e-05	9e-05	2e-05	0.00035	4e-05	4e-05	3e-05	8e-05	7e-05	7e-05	0.00043	0.00026	0.0001	0.00011	0.00022	0.0004	0.00037	0.00026	0.00025	0.00023	0.00035	0.0001	0.00021	0.00012	0.00025	0.00016	0.00012	0.0001	0.0001	8e-05	0.00051	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0
Catenibacillus scindens	0.0006	0.00043	0.00054	0.00038	0.00038	0.00045	0.00053	0.00056	0.00035	0.00059	0.00149	0.00064	0.00048	0.00075	0.00076	0.00063	0.00066	0.0006	0.00067	0.00053	0.00085	0.00069	0.00159	0.00092	0.00042	0.00026	0.00041	0.00044	0.00055	0.00041	0.00063	0.00045	0.00042	0.00047	0.00056	0.00054	1e-05	0.00062	0.00011	0.0005	0.0	0.00018	0.0	0.00061	0.00044	0.00052	0.00027
Catenibacillus faecigallinarum	0.00029	9e-05	4e-05	3e-05	5e-05	0.00037	4e-05	5e-05	0.00047	0.00018	2e-05	3e-05	7e-05	0.00055	0.00202	0.00065	0.00089	0.00087	0.0034	0.00111	0.00054	0.00026	0.00122	0.00023	0.00061	7e-05	0.00018	0.00036	0.00081	0.00104	0.00112	0.0002	0.00039	0.00029	0.00112	0.00145	9e-05	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0
Paralachnospira caecorum	0.00057	0.00025	0.00014	0.0	3e-05	0.00026	2e-05	4e-05	5e-05	3e-05	2e-05	3e-05	0.00025	0.00026	0.00087	0.00088	0.00068	0.00028	0.00076	0.00025	0.00054	0.00041	0.00118	0.00042	0.00098	0.00015	0.00067	0.00069	0.00073	5e-05	0.00092	0.00057	0.00073	0.00025	0.00105	0.0002	5e-05	2e-05	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0
Ventrisoma faecale	0.00017	0.00016	0.00027	0.00017	0.00017	0.00623	0.00132	0.00018	0.00012	0.00045	0.00026	9e-05	0.00037	0.00419	0.00079	0.00669	0.00703	0.00077	0.00591	0.00105	0.00069	0.00311	0.0003	0.00025	0.00046	0.00456	0.00105	0.00062	0.00053	0.00088	0.00048	0.00117	0.00097	0.00073	0.00036	0.00102	0.0008	0.0001	0.0001	0.00016	0.0	0.0786	2e-05	3e-05	0.0	0.00016	0.0
Ruminococcus_G avistercoris	4e-05	7e-05	9e-05	4e-05	3e-05	0.00075	5e-05	0.00017	0.00028	0.00014	3e-05	3e-05	5e-05	8e-05	0.00033	0.00154	8e-05	0.00182	0.00312	0.00094	0.00663	0.00152	0.00022	0.00482	0.00161	0.00214	0.00074	0.00084	0.00135	0.00137	0.00299	0.00187	0.00022	0.00164	0.00471	0.00085	0.0	2e-05	0.0	0.0	0.0	4e-05	0.0	0.0	2e-05	2e-05	0.00022
Egerieimonas intestinavium	3e-05	7e-05	4e-05	5e-05	4e-05	0.00022	4e-05	0.00014	0.0002	7e-05	7e-05	0.0	5e-05	6e-05	0.00148	0.00027	0.00031	0.00111	0.00015	0.00011	0.00013	0.00037	0.00022	0.0008	0.00046	0.00087	0.00017	5e-05	0.00036	0.00011	0.00016	7e-05	0.0008	0.00047	0.00024	0.00035	0.00013	2e-05	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_Q saccharolyticum_A	0.00218	0.00081	0.00604	0.00067	0.00194	0.00066	0.00176	0.00077	0.00134	0.00112	0.0039	0.00055	0.00036	0.00102	0.00646	0.00086	0.00038	0.00037	0.00097	0.00057	0.00054	0.00059	0.00202	0.00122	0.00022	0.00014	0.00019	0.00023	0.00024	0.00015	0.00037	0.00023	0.00018	0.00021	0.00024	0.00021	3e-05	0.00037	3e-05	0.00223	0.0	0.0003	0.0	0.00052	0.00047	7e-05	0.00063
Pseudolachnospira avium	6e-05	0.00012	0.0	0.0	2e-05	0.00081	0.0	0.0	0.0001	0.0	0.00014	0.0	0.00014	0.00024	0.00049	0.00052	0.00041	0.00125	0.00013	0.00024	0.00022	0.00015	0.00032	0.00014	6e-05	6e-05	7e-05	0.00017	0.00027	3e-05	0.00048	0.00036	7e-05	0.0	4e-05	0.00038	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Egerieimonas_A faecigallinarum	0.00015	6e-05	0.00041	0.00019	0.00016	0.00036	8e-05	7e-05	0.00011	0.00017	7e-05	0.00039	0.00011	0.0001	8e-05	3e-05	6e-05	4e-05	7e-05	0.00013	0.00019	5e-05	0.0004	0.00125	7e-05	0.0	0.00039	0.00011	0.00023	0.00013	0.00029	8e-05	9e-05	3e-05	0.00014	0.00012	1e-05	0.0006	0.0	0.00038	0.0	0.0	0.0	0.00072	0.00046	0.0	0.00517
Lactonifactor sp009677585	0.00018	0.00011	0.00019	0.00021	9e-05	0.00032	0.00021	0.00015	8e-05	0.00014	0.00015	0.00012	0.0002	0.00014	0.00022	0.00012	0.00016	0.00019	0.00018	0.0002	0.00012	0.00017	0.00013	0.00011	0.00016	0.0001	0.0002	0.00016	0.00019	0.00021	0.00015	0.00016	0.00024	0.00022	0.00022	0.0002	0.0	2e-05	0.0	5e-05	0.0	7e-05	0.0	0.0	0.00012	6e-05	0.0
Marvinbryantia formatexigens	7e-05	8e-05	0.00013	0.00018	2e-05	0.00034	0.00019	0.00043	0.0	3e-05	2e-05	0.00015	0.0001	0.00066	0.00018	0.00037	0.00017	0.00033	0.00048	0.00054	0.00022	6e-05	6e-05	0.00022	0.0002	4e-05	0.00012	0.00014	4e-05	0.00011	0.00012	7e-05	5e-05	0.00022	4e-05	9e-05	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.00021	0.0	0.0
